"nummer";"gruppe";"foodgroup";"custom_groups";"brand_group_stem";"brand_specific_stem";"generic_specific_stem";"generic_group_stem";"generic_type_stem";"generic_taste_stem";"specific_taste_stem";"processing_stem";"priority";"eco_stem";"light_stem";"unit";"lower_percent_match";"upper_percent_match";"price";"amount";"sum";"foodex2code";"fødevarenavn";"fødevaregruppe";"foodname";"foodgroup_eng";"foodgroupid";"energy_kj";"energy_kcal";"protein";"protein_from_amino_acids";"protein_labeling";"carbohydrate_by_difference";"available_carbohydrates";"available_carbohydrate_labelling";"dietary_fibre";"fat";"alcohol";"salt_labelling";"ash";"dry_matter";"water";"vitamin_a";"retinol";"beta_carotene";"vitamin_d";"vitamin_d3";"vitamin_d2";"25_hydroxy_vitamin_d3_";"25_hydroxy_vitamin_d2";"vitamin_e";"alpha_tocopherol";"beta_tocopherol";"gamma_tocopherol";"delta_tocopherol";"alpha_tocotrienol";"vitamin_k1";"thiamin_vitamin_b1_";"thiamine";"2_1_hydroxyethyl_thiamine";"riboflavin_vitamin_b2_";"niacin_equivalent";"niacin";"vitamin_b6";"pantothenic_acid";"biotin";"folate";"folate_free";"vitamin_b12";"vitamin_c";"ascorbic_acid";"dehydroascorbic_acid";"sodium";"potassium";"calcium";"magnesium";"rubidium";"iron";"copper";"zinc";"manganese";"chromium";"molybdenum";"cobalt";"selenium";"aluminum";"silicon";"boron";"phosphorus";"fluorine";"chloride";"bromine";"iodine";"sulfur";"nickel";"mercury";"arsenic";"cadmium";"lead";"tin";"fructose";"galactose";"glucose";"sum_monosaccharides";"lactose";"maltose";"sucrose";"sum_disaccharides";"maltotriose";"raffinose";"sum_sugars";"added_sugar";"free_sugars";"sorbitol";"mannitol";"inositol";"maltitol";"sum_sugar_alcohols";"starch";"cellulose";"lignin";"insoluble_dietary_fibers";"high_molecular_weight_soluble_dietary_fibre_";"low_molecular_weight_soluble_dietary_fibre_";"crude_fibre";"neutral_detergent_fibre";"l_lactic_acid";"d_lactic_acid";"lactic_acid";"citric_acid";"oxalic_acid";"malic_acid";"acetic_acid";"propionic_acid";"benzoic_acid";"sum_organic_acids";"c4_0";"c6_0";"c8_0";"c10_0";"c12_0";"c13_0";"c14_0";"c15_0";"c16_0";"c17_0";"c18_0";"c20_0";"c21_0";"c22_0";"c23_0";"c24_0";"c12_1_n_1";"c14_1_n_5";"c15_1_n_5";"c16_1_n_7";"c17_1_n_7";"c18_1_n_7";"c18_1_n_9";"c18_1_n_12";"c20_1_n_9";"c20_1_n_11";"c20_1_n_15";"c22_1_n_9";"c22_1_n_11";"c24_1_n_9";"c14_1_n_5_trans";"c16_1_n_7_trans";"c18_1_trans";"c20_1_trans";"c22_1_trans";"c18_2_n_6";"c18_2_conjugated";"c18_3_n_3";"c18_3_n_6";"c18_4_n_3";"c20_2_n_6";"c20_3_n_3";"c20_3_n_6";"c20_4_n_3";"c20_4_n_6";"c20_5_n_3";"c22_2_n_6";"c22_3_n_3";"c22_4_n_6";"c22_5_n_3";"c22_5_n_6";"c22_6_n_3";"c18_2_trans";"other_fatty_acids";"sum_saturated_fatty_acids";"sum_monounsaturated_fatty_acids";"sum_polyunsaturated_fatty_acids";"sum_trans_fatty_acids";"sum_fatty_acids_below_the_detection_limit";"sum_fatty_acids";"sum_n_3_fatty_acids";"sum_n_6_fatty_acids";"cholesterol";"nitrogen";"isoleucine";"leucine";"lysine";"methionine";"cystine";"phenylalanine";"tyrosine";"threonine";"tryptophan";"valine";"arginine";"histidine";"alanine";"aspartic_acid";"glutamic_acid";"glycine";"proline";"serine";"hydroxyproline";"ornithine";"histamine";"serotonin";"tyramine";"phenylethylamine";"putrescine";"cadaverine";"spermine";"spermidine";"sum_biogenic_amines";"waste";"nitrogen_conversion_factor";"fatty_acid_conversion_factor";"density";"match_score";"itemname";"itemnumber";"name";"total_items";"frida_name";"navn"
"33";"usyrnede_maelkeprodukter";"4";"milk products";"egelykk|arla|thise";"empty";"m(ae|e|i)lk";"let\b|\blet";"empty";"empty";"empty";"empty";"1";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"a02lz#f07.a06za$f28.a07hv";"letmaelk, konventionel (ikke-oekologisk)";"usyrnede maelkeprodukter";"milk, partly skimmed, konventional (not organic), 1.5 % fat";"unfermented milk products";"4";"199.954747";"47.50525933";"3.509448594";"3.161911849";"3.437939453";"4.830776873";"4.830776873";"4.712972973";"0";"1.593484163";"0";"0.10761194";"0.751037037";"10.68474667";"89.31525333";"14.11222222";"13.52888889";"7";"0.0088";"0.004625";NA;"0.004175";NA;"0.03";"0.03";NA;NA;NA;NA;"0";"0.046333333";NA;NA;"0.17421875";"0.883234115";"0.0948";"0.0492";"0.376666667";"2.1";"11.5";NA;"0.438";"1.3";"1.3";NA;"43.04477612";"152.9850746";"121.3134328";"11.75373134";NA;"0.029";"0.009666667";"0.412666667";"0.002";"0.123333333";"5";NA;"1.538461538";NA;NA;NA;"95.71428571";NA;"95.52888889";NA;"10.2";NA;"0.623846154";"0.03";"0.3";"0.002";"0.089";NA;"0";"0";"0";"0";"4.712972973";"0";"0";"4.712972973";NA;NA;"4.712972973";"0";"0";NA;NA;NA;NA;NA;"0";"0";"0";NA;NA;NA;NA;NA;NA;NA;NA;"0.197";NA;NA;NA;NA;"0.15";"0.197";"0.061150966";"0.042041289";"0.022931612";"0.045863224";"0.04968516";NA;"0.15669935";"0.011465806";"0.428056761";NA;"0.171987091";NA;NA;NA;NA;NA;NA;"0.011465806";NA;"0.022931612";NA;"0.011465806";"0.328686441";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.064972901";NA;NA;"0.026753548";"0.011465806";"0.011465806";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.011465806";"0.015287741";"0.98988126";"0.374549666";"0.04968516";"0.076438707";NA;"1.505842534";"0.011465806";"0.026753548";"7.162888688";"0.550070313";"203.5260156";"335.5428906";"313.5400781";"88.01125";"26.95344531";"176.0225";"148.5189844";"148.5189844";"47.30604688";"242.0309375";"121.0154688";"99.01265625";"115.5147656";"286.0365625";"698.5892969";"71.50914063";"341.0435938";"198.0253125";NA;NA;"0.01";"0.03";"0";NA;NA;NA;NA;NA;"0.04";"0";"6.38";"0.945";"1.034";3.1;"letsaltet flaesk";"00000000266073";"letsaltet flaesk";1;"letmaelk, konventionel (ikke-oekologisk)";"letmaelk, konventionel (ikke-oekologisk)"
"716";"rod_og_knoldgroentsager";"39";"vegetables, raw";"empty";"empty";"\bloeg\b|roedloeg";"empty";"roed\b|\broed|skalotte|perle|zittauer|stik\b|\bstik";"empty";"empty";"empty";"1";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"a00hc";"loeg, raa";"rod- og knoldgroentsager";"onion, raw";"root and tuber vegetables";"39";"182.5312242";"43.19300945";"1.245833333";"0.73642111";"1.245833333";"10.29148496";"8.427638809";"5.364210526";"1.863846154";"0.085714286";"0";"0.006752632";"0.463809524";"12.08684211";"87.91315789";"2.5";"0";"30";"0";"0";NA;NA;NA;"0.055";"0.055";NA;NA;NA;NA;NA;"0.037615385";NA;NA;"0.006923077";"0.44188254";"0.186071429";"0.168846154";"0.1";"0.953571429";"36";"15";"0";"8.085779221";"7.763636364";"0.322142857";"2.701052632";"186.0769231";"23.275";"9.157692308";NA;"0.280230769";"0.0365";"0.192692308";"0.152642857";"0";"0";NA;"0.1295";NA;NA;NA;"31.43571429";NA;NA;NA;"0.152642857";NA;"2.908571429";"0";"0.198";"2.271428571";"0.134428571";NA;"1.697894737";NA;"2.028421053";"3.726315789";"0";"0";"1.637894737";"1.637894737";NA;"1.3";"5.364210526";"0";"0";NA;NA;NA;NA;NA;"0";"0.86";"0.07";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.022857143";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.009142857";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.032";NA;"0.004571429";NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.022857143";"0.009142857";"0.036571429";NA;NA;"0.068571429";"0.004571429";"0.032";"0";"0.199333333";"23.92";"41.86";"39.86666667";"9.368666667";"7.574666667";"27.90666667";"14.352";"21.92666667";"15.34866667";"29.9";"169.4333333";"14.352";"27.90666667";"73.75333333";"263.12";"25.91333333";"16.94333333";"21.92666667";NA;NA;"0.01";NA;NA;NA;NA;NA;NA;NA;"0.01";"11.536";"6.25";"0.8";NA;2.1;"levevis roed";"05712871210550";"levevis roed";1;"loeg, raa";"loeg, raa"
"1665";"friske_aeg";"87";"eggs";"\bdanaeg";"empty";"\baeg (s|m|l|x)|\bslotsaeg|\bmorgenaeg|gaardaeg";"\baeg\b";"empty";"empty";"empty";"empty";"empty";"\boe.o[:alpha:]*\b";"empty";"l";"empty";"empty";"empty";"empty";"empty";"null";"aeg, hoene, oekologisk drift, raa";"friske aeg";"eggs, chicken, organic farming, raw";"fresh eggs";"87";"577.1175";"138.535";"12.34375";"11.31077953";"12.34375";"1.30875";"1.30875";"1.30875";"0";"9.325";"0";"0.3425";"0.885";"23.8625";"76.1375";"80.5";"80.5";NA;"1.7675";"1.3475";NA;"0.42";NA;"3.70625";"3.70625";NA;NA;NA;NA;NA;"0.08325";NA;NA;"0.455";"2.975666667";"0.079";"0.1065625";"1.6";"23.8625";NA;NA;"1.565";"0.2";NA;NA;"137";"131.375";"46.9375";"11.625";NA;"1.73125";"0.053875";"1.138125";"0.030375";"0.22875";NA;NA;"24.4375";NA;NA;NA;"176.125";NA;"197.6875";NA;"24.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"0";"0";"0";"0";NA;"0.023243012";"0";"1.881357455";NA;"0.695675464";"0.001557224";NA;NA;NA;NA;NA;NA;NA;"0.173947703";NA;"0.152088891";"3.074767892";NA;"0.022262538";NA;NA;NA;NA;NA;NA;NA;"0.019609489";NA;NA;"1.357611071";NA;"0.08172543";NA;"0";"0.010439169";NA;"0.010266144";"0.008074496";"0.127000279";"0.010439169";NA;NA;NA;"0";NA;"0.00836287";"0";"0.081321705";"2.601833154";"3.423067023";"1.613918628";"0.019609489";NA;"7.73975";"0.108601965";"1.505316664";"389.375";"1.975";"730.75";"1125.75";"967.75";"434.5";"256.75";"691.25";"553";"592.5";"173.8";"928.25";"809.75";"316";"770.25";"1362.75";"1501";"454.25";"493.75";"967.75";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"10";"6.25";"0.83";"1.035";0.2;"liebfraumilc";"04003301007736";"liebfraumilc";1;"aeg, hoene, oekologisk drift, raa";"aeg, hoene, oekologisk drift, raa"
"1665";"friske_aeg";"87";"eggs";"\bdanaeg";"empty";"\baeg (s|m|l|x)|\bslotsaeg|\bmorgenaeg|gaardaeg";"\baeg\b";"empty";"empty";"empty";"empty";"empty";"\boe.o[:alpha:]*\b";"empty";"l";"empty";"empty";"empty";"empty";"empty";"null";"aeg, hoene, oekologisk drift, raa";"friske aeg";"eggs, chicken, organic farming, raw";"fresh eggs";"87";"577.1175";"138.535";"12.34375";"11.31077953";"12.34375";"1.30875";"1.30875";"1.30875";"0";"9.325";"0";"0.3425";"0.885";"23.8625";"76.1375";"80.5";"80.5";NA;"1.7675";"1.3475";NA;"0.42";NA;"3.70625";"3.70625";NA;NA;NA;NA;NA;"0.08325";NA;NA;"0.455";"2.975666667";"0.079";"0.1065625";"1.6";"23.8625";NA;NA;"1.565";"0.2";NA;NA;"137";"131.375";"46.9375";"11.625";NA;"1.73125";"0.053875";"1.138125";"0.030375";"0.22875";NA;NA;"24.4375";NA;NA;NA;"176.125";NA;"197.6875";NA;"24.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"0";"0";"0";"0";NA;"0.023243012";"0";"1.881357455";NA;"0.695675464";"0.001557224";NA;NA;NA;NA;NA;NA;NA;"0.173947703";NA;"0.152088891";"3.074767892";NA;"0.022262538";NA;NA;NA;NA;NA;NA;NA;"0.019609489";NA;NA;"1.357611071";NA;"0.08172543";NA;"0";"0.010439169";NA;"0.010266144";"0.008074496";"0.127000279";"0.010439169";NA;NA;NA;"0";NA;"0.00836287";"0";"0.081321705";"2.601833154";"3.423067023";"1.613918628";"0.019609489";NA;"7.73975";"0.108601965";"1.505316664";"389.375";"1.975";"730.75";"1125.75";"967.75";"434.5";"256.75";"691.25";"553";"592.5";"173.8";"928.25";"809.75";"316";"770.25";"1362.75";"1501";"454.25";"493.75";"967.75";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"10";"6.25";"0.83";"1.035";0.4;"lille lise";"05760466775755";"lille lise";1;"aeg, hoene, oekologisk drift, raa";"aeg, hoene, oekologisk drift, raa"
"10042";"vaskemidler";"empty";"empty";"omo|neutral|biotex";"empty";"vaske(midl|saeb)";"flyden|pulver";"color|white|sport";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;"limfjordsporter";"05707402005705";"limfjordsporter";1;"vaskemidler";"vaskemidler"
"1616";"sandwiches";"131";"ready meals";"empty";"empty";"burger";"boef\b|\bboef";"salat|dress";"aioli|bacon|barbeq|bbq|buffal|butte|cayen|champig|chedd|chees|chili|chipot|chive|citr|cream|\bdild\b|foraarsloe|garlic|\bhvidloe|jalepe|karry|krydde|lemo|\bloeg\b|mushro|nacho|onion|\bost\b|paprik|peppe|pebbe|pikant|purloe|ranch|\bsalt\b|smoer|sour( |)cream|spicy|spring( |)oni|truff|troeff|urt\b|\burt|vinega";"empty";"empty";"1";"empty";"empty";"m";"empty";"empty";"empty";"empty";"empty";"null";"burger med medium boef, salat og dressing, fastfood";"sandwich, burger, hotdog, pita o.l.";"hamburger, medium patty, salad and dressing, fast food";"sandwich, burger, hotdog etc.";"131";"923.9316667";"220.8133333";"10.40625";NA;"10.40625";"20.82208333";"19.27208333";"19.27208333";"1.55";"11";"0";"0.95875";"1.555";"43.78333333";"56.21666667";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.087833333";NA;NA;"0.0835";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"383.5";"194.8333333";"36.61666667";"18.78333333";NA;"1.101666667";"0.076333333";"1.865";"0.192666667";NA;NA;NA;NA;NA;NA;NA;"100";NA;"597.8333333";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.021166667";"0.0065";"0";"0.019833333";"0.024";NA;"0.214666667";"0.005666667";"1.841666667";"0";"0.905";"0";NA;"0";NA;"0";NA;"0.023166667";NA;"0.237";"0";"0.195333333";"3.905";NA;"0";"0.047166667";NA;"0";"0";"0";NA;"0";"0.154833333";"0";"0";"1.518333333";"0";"0.338166667";"0.008333333";"0";"0";NA;NA;"0";"0";"0";NA;NA;NA;"0";NA;"0";"0.043";"0.0575";"3.0385";"4.407666667";"1.864833333";"0.197833333";NA;"9.566333333";"0.338166667";"1.526666667";NA;"1.665";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"6.25";"0.869666667";NA;0.2;"lindemans";"09311218119486";"lindemans";1;"burger med medium boef, salat og dressing, fastfood";"burger med medium boef, salat og dressing, fastfood"
"1595";"kiks_og_smaakager";"32";"cookies, crackers, biscuits and cakes";"empty";"empty";"kiks";"empty";"gro(v|ft)|styk";"abriko|ananas|appl|appelsi|apric|banan|berry|blaab|blueber|baer|cacao|carro|cherr|cinnam|clement|cranb|citr|curra|drue|elderflow|exoti|eksotis|fersk|figen|fig|frugt|ginge|granataeb|\bgrape\b|grapefru|guava|guleroe|havtor|hinbae|honnin|honey|hyben|hyldeb|jordb|kakao|kanel|karam|kirseb|kiwi|klemint|lemo|lime|lingon|mandari|mang|melba|melon|mint|mix(ed | )berry|multi|mynt|orang|passionsfrug|passion(| )fruit|peach|pear|paer|pineappl|pink|pistac|pomegra|rabar|rasin|raspber|rhuba|ribs|rossin|skovb|solb|spinat|strawb|traneb|tropi|tutti( |)fruitti|tytteb|vanil|valnoed|vandmel|walnu|watermel|aebl";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"null";"kiks, grov med frugt eller groent";"kiks og smaakager";"biscuit, coarse grain with fruit and vegetables";"biscuits and cookies";"32";"1822.177";"433.494";"7.7919";NA;"8.54375";"72.8391";"66.7191";"61.8093";"6.12";"13.69";"0";"1.003";"2.029";"96.35";"3.65";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.237";NA;NA;"0.078";"3";"3";"0.292";"0";"4.9";"30";NA;NA;NA;NA;NA;"401.2";"322";"96";"59";NA;"2.57";"0.214";"1.01";"0.9";"4.9";NA;NA;"3.9";NA;NA;NA;"175";NA;"546.2";NA;"5.3";NA;"13.6";NA;NA;"3.8";NA;NA;"3.0861";NA;"3.3938";"6.4799";"1.005";"0.6734";"14.431";"16.1094";NA;NA;"22.5893";NA;NA;NA;NA;NA;NA;NA;"39.22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.022";"0.014555556";"0.012555556";"0.022333333";"0.048666667";NA;"0.166555556";"0";"4.585555556";"0";"1.144333333";"0.020222222";NA;"0";NA;"0";NA;"0";NA;"0.013333333";"0";"0.096333333";"4.401111111";NA;NA;"0.009555556";NA;"0";"0";"0";NA;"0.002433333";"0.040855556";"0";"0";"1.691111111";"0";"0.160333333";"0";"0";"0";NA;NA;"0";"0";"0";NA;NA;NA;"0";NA;"0";"0.051933333";"0";"6.036777778";"4.520333333";"1.851444444";"0.095222222";NA;"12.50377778";"0.160333333";"1.691111111";NA;"1.367";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"5.7";"0.913351189";NA;4;"lingon grove extra";"07311070339406";"lingon grove extra";1;"kiks, grov med frugt eller groent";"kiks, grov med frugt eller groent"
"10042";"vaskemidler";"empty";"empty";"omo|neutral|biotex";"empty";"vaske(midl|saeb)";"flyden|pulver";"color|white|sport";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;"lise flydende";"05710405309305";"lise flydende";1;"vaskemidler";"vaskemidler"
"1616";"sandwiches";"131";"ready meals";"empty";"empty";"burger";"boef\b|\bboef";"salat|dress";"aioli|bacon|barbeq|bbq|buffal|butte|cayen|champig|chedd|chees|chili|chipot|chive|citr|cream|\bdild\b|foraarsloe|garlic|\bhvidloe|jalepe|karry|krydde|lemo|\bloeg\b|mushro|nacho|onion|\bost\b|paprik|peppe|pebbe|pikant|purloe|ranch|\bsalt\b|smoer|sour( |)cream|spicy|spring( |)oni|truff|troeff|urt\b|\burt|vinega";"empty";"empty";"1";"empty";"empty";"m";"empty";"empty";"empty";"empty";"empty";"null";"burger med medium boef, salat og dressing, fastfood";"sandwich, burger, hotdog, pita o.l.";"hamburger, medium patty, salad and dressing, fast food";"sandwich, burger, hotdog etc.";"131";"923.9316667";"220.8133333";"10.40625";NA;"10.40625";"20.82208333";"19.27208333";"19.27208333";"1.55";"11";"0";"0.95875";"1.555";"43.78333333";"56.21666667";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.087833333";NA;NA;"0.0835";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"383.5";"194.8333333";"36.61666667";"18.78333333";NA;"1.101666667";"0.076333333";"1.865";"0.192666667";NA;NA;NA;NA;NA;NA;NA;"100";NA;"597.8333333";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.021166667";"0.0065";"0";"0.019833333";"0.024";NA;"0.214666667";"0.005666667";"1.841666667";"0";"0.905";"0";NA;"0";NA;"0";NA;"0.023166667";NA;"0.237";"0";"0.195333333";"3.905";NA;"0";"0.047166667";NA;"0";"0";"0";NA;"0";"0.154833333";"0";"0";"1.518333333";"0";"0.338166667";"0.008333333";"0";"0";NA;NA;"0";"0";"0";NA;NA;NA;"0";NA;"0";"0.043";"0.0575";"3.0385";"4.407666667";"1.864833333";"0.197833333";NA;"9.566333333";"0.338166667";"1.526666667";NA;"1.665";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"6.25";"0.869666667";NA;0.3;"livol magnesium";"05702071500377";"livol magnesium";1;"burger med medium boef, salat og dressing, fastfood";"burger med medium boef, salat og dressing, fastfood"
"1737";"margariner";"95";"butter, oil and dressings";"latta|becel";"empty";"minarin|smoerbar";"vitami|\ba\b|\bd\b|berige";"plante|vegetabi";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"35";"45";"empty";"empty";"empty";NA;"minarine, 40%, beriget med a- og d-vitamin";"margariner";"margerine, 40%, fortified with a- and d-vitamin";"margarines";"95";"1500.35";"364.95";NA;NA;NA;NA;NA;NA;NA;"40.55";NA;"1.05";"1.24";"41.49";"58.51";"641.6666667";"580";"740";"19.2";"19.2";NA;NA;NA;"9.46";"9.46";"0";"3.18";"0";NA;"12.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"420";"200";"2.2";"0.71";NA;"0";"0";"0";"0";"0";"0";NA;"0";NA;NA;NA;"1.7";NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"0";"0.263283435";"0.243030863";"3.199906361";"0";"1.215154314";"0";"6.885874447";"0";"1.164522884";"0.121515431";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.526566869";"14.26793691";NA;"0.202525719";"0";NA;"0";"0";"0";"0";"0";"0";"0";"0";"6.339055006";NA;"2.055636048";"0";"0";"0";"0";"0";NA;"0";"0";"0";NA;"0";"0";"0";"0";"0";"0.131641717";"13.09328774";"14.99702949";"8.394691054";"0";"0.21";"36.61665";"2.055636048";"6.339055006";"0";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.903";NA;3;"livol vitaminbjoerne";"07070866030964";"livol vitaminbjoerne";1;"minarine, 40%, beriget med a- og d-vitamin";"minarine, 40%, beriget med a- og d-vitamin"
